price,bedrooms,bathrooms,square_feet,cluster
1246,2.0,1.0,352,0
1225,0.0,1.0,352,0
675,1.0,1.0,354,0
1400,0.0,1.0,355,0
585,1.0,1.0,355,0
1125,2.0,1.0,357,0
614,2.0,1.0,357,0
1225,2.0,1.0,360,0
875,2.0,1.0,360,0
850,2.0,1.0,360,0
670,1.0,1.0,360,0
639,1.0,1.0,360,0
495,1.0,1.0,360,0
1750,2.0,1.0,362,0
1050,1.0,1.0,362,0
950,0.0,1.0,362,0
1200,2.0,1.0,367,0
985,1.0,1.0,367,0
965,2.0,1.0,368,0
530,1.0,1.0,368,0
1530,2.0,1.0,369,0
1000,1.0,1.0,369,0
720,1.0,1.0,369,0
1225,0.0,1.0,370,0
1025,1.0,1.0,370,0
765,1.0,1.0,370,0
1975,1.0,1.0,375,0
1525,1.0,1.0,375,0
1175,1.0,1.0,375,0
940,2.0,1.0,375,0
850,1.0,1.0,375,0
829,1.0,1.0,375,0
799,0.0,1.0,375,0
773,2.0,1.0,375,0
386,1.0,1.0,375,0
1400,2.0,1.0,377,0
3095,1.0,1.0,378,0
1275,2.0,1.0,378,0
929,0.0,1.0,378,0
1591,2.0,1.0,379,0
2895,1.0,1.0,380,0
2695,0.0,1.0,380,0
1400,0.0,1.0,380,0
955,2.0,1.0,380,0
540,1.0,1.0,380,0
2895,2.0,1.0,381,0
2874,2.0,1.0,382,0
635,2.0,1.0,382,0
902,1.0,1.0,384,0
2395,0.0,1.0,385,0
1250,1.0,1.0,385,0
540,1.0,1.0,385,0
350,1.0,1.0,385,0
1262,2.0,1.0,386,0
1115,0.0,1.0,389,0
2095,2.0,1.0,390,0
1800,1.0,1.0,390,0
879,2.0,1.0,390,0
699,1.0,1.0,390,0
640,1.0,1.0,390,0
999,1.0,1.0,391,0
959,1.0,1.0,391,0
1654,0.0,1.0,393,0
995,2.0,1.0,393,0
919,0.0,1.0,394,0
1350,0.0,1.0,395,0
1045,1.0,1.0,395,0
976,2.0,1.0,395,0
762,2.0,1.0,395,0
1050,1.0,1.0,396,0
1225,1.0,1.0,397,0
2495,2.0,1.0,398,0
1173,1.0,1.0,398,0
1005,2.0,1.0,398,0
1000,2.0,1.0,398,0
875,2.0,1.0,398,0
3000,2.0,1.0,400,0
2450,0.0,1.0,400,0
2050,1.0,1.0,400,0
1659,0.0,1.0,400,0
1625,1.0,1.0,400,0
1599,2.0,1.0,400,0
1599,0.0,1.0,400,0
1580,1.0,1.0,400,0
1500,1.0,1.0,400,0
1500,1.0,1.0,400,0
1450,0.0,1.0,400,0
1415,1.0,1.0,400,0
1400,1.0,1.0,400,0
1395,1.0,1.0,400,0
1375,1.0,1.0,400,0
1355,1.0,1.0,400,0
1345,1.0,1.0,400,0
1250,1.0,1.0,400,0
1242,2.0,1.0,400,0
1225,1.0,1.0,400,0
1215,1.0,1.0,400,0
1200,1.0,1.0,400,0
1160,1.0,1.0,400,0
1150,1.0,1.0,400,0
1100,1.0,1.0,400,0
1100,1.0,1.0,400,0
1099,2.0,1.0,400,0
1095,1.0,1.0,400,0
1090,2.0,1.0,400,0
1085,2.0,1.0,400,0
1050,1.0,1.0,400,0
1045,2.0,1.0,400,0
1040,2.0,1.0,400,0
1035,1.0,1.0,400,0
1012,2.0,1.0,400,0
1000,1.0,1.0,400,0
1000,1.0,1.0,400,0
995,1.0,1.0,400,0
975,3.0,1.0,400,0
975,0.0,1.0,400,0
975,1.0,1.0,400,0
950,1.0,1.0,400,0
945,2.0,1.0,400,0
925,0.0,1.0,400,0
925,1.0,1.0,400,0
925,1.0,1.0,400,0
919,1.0,1.0,400,0
910,1.0,1.0,400,0
900,3.0,1.0,400,0
900,1.0,1.0,400,0
900,1.0,1.0,400,0
899,1.0,1.0,400,0
895,2.0,1.0,400,0
895,0.0,1.0,400,0
895,0.0,1.0,400,0
895,0.0,1.0,400,0
875,1.0,1.0,400,0
875,2.0,1.0,400,0
875,1.0,1.0,400,0
865,1.0,1.0,400,0
857,2.0,1.0,400,0
850,0.0,1.0,400,0
850,1.0,1.0,400,0
850,1.0,1.0,400,0
845,1.0,1.0,400,0
829,0.0,1.0,400,0
800,1.0,1.0,400,0
799,1.0,1.0,400,0
799,2.0,1.0,400,0
750,0.0,1.5,400,0
720,2.0,1.0,400,0
720,1.0,1.0,400,0
700,1.0,1.0,400,0
700,1.0,1.0,400,0
695,2.0,1.0,400,0
691,1.0,1.0,400,0
690,1.0,1.0,400,0
660,1.0,1.0,400,0
615,0.0,1.0,400,0
600,1.0,1.0,400,0
600,1.0,1.0,400,0
599,2.0,1.0,400,0
500,0.0,1.0,400,0
499,1.0,1.0,400,0
475,1.0,1.0,400,0
435,1.0,1.0,400,0
425,2.0,1.0,400,0
300,2.0,1.0,400,0
975,1.0,1.0,401,0
2460,2.0,1.0,402,0
1050,2.0,1.0,403,0
1198,2.0,2.0,404,2
635,1.0,1.0,404,0
1975,0.0,1.0,405,0
1725,2.0,1.0,405,0
1495,0.0,1.0,405,0
1085,1.0,1.0,405,0
1085,0.0,1.0,405,0
780,3.0,1.0,405,0
1670,1.0,1.0,406,0
1650,0.0,1.0,406,0
1025,2.0,1.0,406,0
950,0.0,1.0,407,0
2495,0.0,1.0,408,0
1225,0.0,1.0,408,0
1350,2.0,1.0,409,0
950,1.0,1.0,409,0
1450,2.0,1.0,410,0
950,0.0,1.0,410,0
925,2.0,1.0,410,0
925,1.0,1.0,410,0
859,2.0,1.0,410,0
695,1.0,1.0,410,0
595,2.0,1.0,410,0
595,2.0,1.0,410,0
560,1.0,1.0,410,0
420,1.0,1.0,410,0
965,2.0,1.0,411,0
1115,2.0,1.0,412,0
1039,1.0,1.0,413,0
1540,2.0,1.0,414,0
1300,1.0,1.0,414,0
895,2.0,1.0,414,0
750,1.0,1.0,414,0
715,2.0,1.0,414,0
1450,2.0,1.0,415,0
1300,2.0,1.0,415,0
1130,1.0,1.0,415,0
1015,1.0,1.0,415,0
999,2.0,1.0,415,0
699,0.0,1.0,415,0
699,0.0,1.0,415,0
650,1.0,1.0,415,0
1399,2.0,1.0,416,0
4000,2.0,1.0,417,0
2013,3.0,1.0,418,0
1294,2.0,1.0,418,0
1175,2.0,1.0,418,0
875,2.0,1.0,418,0
2895,0.0,1.0,419,0
1890,1.0,1.0,419,0
2100,1.0,1.0,420,0
1640,1.0,1.0,420,0
1255,1.0,1.0,420,0
1250,1.0,1.0,420,0
1050,1.0,1.0,420,0
999,1.0,1.0,420,0
995,0.0,1.0,420,0
920,2.0,1.0,420,0
920,1.0,1.0,420,0
850,1.0,1.0,420,0
725,1.0,1.0,420,0
699,1.0,1.0,420,0
600,2.0,1.0,420,0
569,3.0,1.0,420,0
560,1.0,1.0,420,0
1295,1.0,1.0,422,0
870,2.0,1.0,422,0
805,2.0,1.0,422,0
685,2.0,1.0,422,0
1219,3.0,1.0,423,0
885,2.0,1.0,423,0
1570,0.0,1.0,425,0
1405,2.0,1.0,425,0
1399,1.0,1.0,425,0
1350,0.0,1.0,425,0
1170,2.0,1.0,425,0
995,0.0,1.0,425,0
925,1.0,1.0,425,0
905,0.0,1.0,425,0
800,1.0,1.0,425,0
799,1.0,1.0,425,0
795,1.0,1.0,425,0
2135,1.0,1.0,426,0
2060,1.0,1.0,426,0
1295,1.0,1.0,426,0
1045,2.0,1.0,426,0
899,0.0,1.0,426,0
814,1.0,1.0,426,0
1745,2.0,1.0,428,0
1395,1.0,1.0,428,0
1249,2.0,1.0,428,0
1195,2.0,1.0,428,0
785,3.0,1.0,428,0
699,1.0,1.0,428,0
2695,0.0,1.0,429,0
1325,1.0,1.0,430,0
1125,2.0,1.0,430,0
895,0.0,1.0,430,0
895,1.0,1.0,430,0
845,1.0,1.0,430,0
800,2.0,1.0,430,0
775,2.0,1.0,430,0
775,2.0,1.0,430,0
765,2.0,1.0,430,0
765,2.0,1.0,430,0
650,0.0,1.0,430,0
645,1.0,1.0,430,0
1549,2.0,1.0,431,0
1530,2.0,1.0,431,0
1500,0.0,1.0,431,0
3095,1.0,1.0,432,0
2509,1.0,1.0,432,0
890,2.0,1.0,432,0
1895,2.0,1.0,433,0
899,2.0,1.0,433,0
1645,2.0,1.0,434,0
1026,3.0,1.0,434,0
827,2.0,1.0,434,0
1630,1.0,1.0,435,0
1250,2.0,1.0,435,0
1150,2.0,1.0,435,0
1344,1.0,1.0,436,0
895,0.0,1.0,437,0
1215,1.0,1.0,438,0
1100,1.0,1.0,438,0
1040,2.0,1.0,438,0
2995,2.0,1.0,439,0
949,3.0,1.0,440,0
899,2.0,1.0,440,0
881,2.0,1.0,440,0
879,0.0,1.0,440,0
835,1.0,1.0,440,0
740,1.0,1.0,440,0
635,1.0,1.0,440,0
2795,1.0,1.0,441,0
2295,1.0,1.0,441,0
1270,2.0,1.0,441,0
989,2.0,1.0,441,0
1195,1.0,1.0,442,0
750,1.0,1.0,442,0
535,2.0,1.0,442,0
535,2.0,1.0,442,0
665,1.0,1.0,443,0
1250,1.0,1.0,444,0
837,1.0,1.0,444,0
830,2.0,1.0,444,0
2341,2.0,1.0,445,0
1295,0.0,1.0,445,0
1175,1.0,1.0,445,0
1530,2.0,1.0,446,0
1325,1.0,1.0,446,0
1099,2.0,1.0,446,0
545,1.0,1.0,446,0
2895,1.0,1.0,447,0
2195,0.0,1.0,447,0
1684,2.0,1.0,447,0
1335,2.0,1.0,447,0
895,1.0,1.0,447,0
775,1.0,1.0,447,0
675,1.0,1.0,447,0
2500,1.0,1.0,448,0
1729,2.0,1.0,448,0
1688,2.0,1.0,448,0
739,2.0,1.0,448,0
950,1.0,1.0,449,0
820,2.0,1.0,449,0
3000,0.0,1.0,450,0
1950,1.0,1.0,450,0
1818,2.0,1.0,450,0
1795,0.0,1.0,450,0
1750,0.0,1.0,450,0
1535,1.0,1.0,450,0
1495,0.0,1.0,450,0
1475,2.0,1.0,450,0
1365,1.0,1.0,450,0
1349,1.0,1.0,450,0
1345,1.0,1.0,450,0
1299,2.0,1.0,450,0
1295,0.0,1.0,450,0
1225,1.0,1.0,450,0
1225,2.0,1.0,450,0
1200,2.0,1.0,450,0
1199,2.0,1.0,450,0
1195,1.0,1.0,450,0
1195,1.0,1.0,450,0
1095,2.0,1.0,450,0
1073,2.0,1.0,450,0
1069,1.0,1.0,450,0
1041,3.0,1.0,450,0
1000,0.0,1.0,450,0
995,1.0,1.0,450,0
969,2.0,1.0,450,0
900,1.0,1.0,450,0
897,2.0,1.0,450,0
884,1.0,1.0,450,0
860,2.0,1.0,450,0
829,2.0,1.0,450,0
799,2.0,1.0,450,0
790,1.0,1.0,450,0
770,1.0,1.0,450,0
766,1.0,1.0,450,0
752,2.0,1.0,450,0
750,1.0,1.0,450,0
725,1.0,1.0,450,0
719,1.0,1.0,450,0
687,2.0,1.0,450,0
675,1.0,1.0,450,0
655,1.0,1.0,450,0
650,2.0,1.0,450,0
635,3.0,1.0,450,0
600,1.0,1.0,450,0
595,0.0,1.0,450,0
575,0.0,1.0,450,0
500,1.0,1.0,450,0
490,0.0,1.0,450,0
475,1.0,1.0,450,0
2525,1.0,1.0,451,0
1818,0.0,1.0,451,0
1483,3.0,1.0,451,0
805,2.0,1.0,451,0
1796,1.0,1.0,452,0
605,3.0,1.0,452,0
1722,1.0,1.0,453,0
1650,0.0,1.0,453,0
3595,1.0,1.0,454,0
950,1.0,1.0,454,0
1250,1.0,1.0,455,0
570,1.0,1.0,455,0
550,0.0,1.0,455,0
1830,2.0,1.0,456,0
1795,2.0,1.0,456,0
1612,2.0,1.0,456,0
835,1.0,1.0,456,0
825,2.0,1.0,456,0
825,1.0,1.0,456,0
550,1.0,1.0,456,0
1230,2.0,1.0,457,0
2395,1.0,1.0,458,0
485,2.0,1.0,458,0
1275,1.0,1.0,459,0
1135,2.0,1.0,459,0
700,3.0,1.0,459,0
1695,2.0,1.0,460,0
1469,1.0,1.0,460,0
1150,3.0,1.0,460,0
840,1.0,1.0,460,0
820,1.0,1.0,460,0
815,0.0,1.0,460,0
805,1.0,1.0,460,0
785,2.0,1.0,460,0
709,1.0,1.0,460,0
705,2.0,1.0,460,0
525,1.0,1.0,460,0
1125,2.0,1.0,461,0
1245,2.0,1.0,462,0
600,1.0,1.0,462,0
560,1.0,1.0,463,0
1905,2.0,1.0,464,0
890,1.0,1.0,464,0
705,1.0,1.0,464,0
1510,2.0,1.0,465,0
1475,1.0,1.0,465,0
931,2.0,1.0,465,0
840,1.0,1.0,465,0
695,2.0,1.0,465,0
560,1.0,1.0,465,0
3095,1.0,1.0,466,0
1330,2.0,1.0,467,0
689,2.0,2.0,467,2
1100,1.0,1.0,468,0
1099,1.0,1.0,468,0
1040,1.0,1.0,468,0
885,2.0,1.0,468,0
749,1.0,1.0,468,0
740,1.0,1.0,468,0
625,1.0,1.0,468,0
1395,1.0,1.0,469,0
1210,1.0,1.0,469,0
1100,0.0,1.0,469,0
2000,1.0,1.0,470,0
1995,1.0,1.0,470,0
1755,2.0,1.0,470,0
1625,1.0,1.0,470,0
1570,1.0,1.0,470,0
1475,1.0,1.0,470,0
1040,2.0,1.0,470,0
1039,1.0,1.0,470,0
1009,2.0,1.0,470,0
999,1.0,1.0,470,0
800,1.0,1.0,470,0
550,3.0,1.0,470,0
3195,1.0,1.0,471,0
1500,2.0,1.0,471,0
3300,1.0,1.0,472,0
1206,1.0,1.0,472,0
1165,2.0,1.0,472,0
715,1.0,1.0,472,0
1210,2.0,1.0,473,0
3395,1.0,1.0,474,0
960,3.0,1.0,474,0
855,3.0,1.0,474,0
1625,1.0,1.0,475,0
1350,1.0,1.0,475,0
1295,1.0,1.0,475,0
1150,2.0,1.0,475,0
1125,0.0,1.0,475,0
1095,1.0,1.0,475,0
1050,1.0,1.0,475,0
940,1.0,1.0,475,0
933,2.0,1.0,475,0
901,2.0,1.0,475,0
900,2.0,1.0,475,0
847,2.0,1.0,475,0
740,1.0,1.0,475,0
721,1.0,1.0,475,0
645,1.0,1.0,475,0
1200,2.0,1.0,476,0
845,1.0,1.0,476,0
690,1.0,1.0,476,0
1610,3.0,1.0,477,0
1350,1.0,1.0,477,0
835,1.0,1.0,477,0
785,1.0,1.0,477,0
3095,1.0,1.0,478,0
1875,0.0,1.0,478,0
535,2.0,1.0,478,0
1708,0.0,1.0,479,0
1295,0.0,1.0,479,0
890,2.0,1.0,479,0
829,2.0,1.0,479,0
687,1.0,1.0,479,0
495,1.0,1.0,479,0
2650,0.0,1.0,480,0
1747,0.0,1.0,480,0
1102,2.0,1.0,480,0
969,1.0,1.0,480,0
858,1.0,1.0,480,0
710,1.0,1.0,480,0
689,1.0,1.0,480,0
669,1.0,1.0,480,0
575,1.0,1.0,480,0
1538,2.0,1.0,481,0
1145,3.0,1.0,481,0
1014,1.0,1.0,481,0
990,1.0,1.0,481,0
926,1.0,1.0,481,0
922,1.0,1.0,481,0
845,1.0,1.0,481,0
711,1.0,1.0,482,0
1926,2.0,1.0,483,0
1595,1.0,1.0,483,0
875,3.0,1.0,483,0
955,1.0,1.0,484,0
890,3.0,1.0,484,0
675,1.0,1.0,484,0
450,1.0,1.0,484,0
4200,1.0,1.0,485,0
1220,1.0,1.0,485,0
1125,1.0,1.0,485,0
925,1.0,1.0,485,0
895,2.0,1.0,485,0
1499,1.0,1.0,486,0
1350,2.0,1.0,486,0
1235,1.0,1.0,486,0
1093,1.0,1.0,486,0
1360,2.0,1.0,487,0
859,1.0,1.0,487,0
615,3.0,1.0,487,0
2394,2.0,1.0,488,0
1799,1.0,1.0,488,0
1610,2.0,1.0,488,0
1570,1.0,1.0,488,0
1275,1.0,1.0,488,0
1185,2.0,1.0,488,0
1069,1.0,1.0,488,0
895,2.0,1.0,488,0
1537,2.0,1.0,489,0
1485,1.0,1.0,489,0
1427,1.0,1.0,489,0
1417,2.0,1.0,489,0
1397,2.0,1.0,489,0
1061,2.0,1.0,489,0
1575,2.0,1.0,490,0
1505,1.0,1.0,490,0
1500,0.0,1.0,490,0
1500,2.0,1.0,490,0
1250,1.0,1.0,490,0
1199,1.0,1.0,490,0
1160,2.0,1.0,490,0
1130,0.0,1.0,490,0
909,1.0,1.0,490,0
800,2.0,1.0,490,0
790,2.0,1.0,490,0
650,2.0,1.0,490,0
1365,1.0,1.0,491,0
1249,2.0,1.0,491,0
1215,2.0,1.0,491,0
1000,1.0,1.0,491,0
919,1.0,1.0,491,0
869,1.0,1.0,491,0
1505,2.0,1.0,492,0
870,2.0,1.0,493,0
750,2.0,1.0,493,0
995,1.0,1.0,494,0
620,3.0,1.0,494,0
3600,2.0,1.0,495,0
1825,1.0,1.0,495,0
1615,2.0,1.0,495,0
1495,0.0,1.0,495,0
1467,2.0,1.0,495,0
980,0.0,1.0,495,0
929,1.0,1.0,495,0
888,1.0,1.0,495,0
800,1.0,1.0,495,0
1776,2.0,1.0,496,0
1540,2.0,1.0,496,0
1375,2.0,1.0,496,0
1325,2.0,1.0,497,0
1295,1.0,1.0,497,0
1188,2.0,1.0,497,0
917,1.0,1.0,497,0
1665,2.0,1.0,498,0
1065,3.0,1.0,498,0
1631,2.0,1.0,499,0
1310,2.0,1.0,499,0
817,2.0,1.0,499,0
799,2.0,1.0,499,0
2999,1.0,1.0,500,0
2295,1.0,1.0,500,0
2250,1.0,1.0,500,0
2160,1.0,1.0,500,0
1995,2.0,1.0,500,0
1885,1.0,1.0,500,0
1850,1.0,1.0,500,0
1799,4.0,1.0,500,2
1795,1.0,1.0,500,0
1700,2.0,1.0,500,0
1695,2.0,1.0,500,0
1635,0.0,1.0,500,0
1600,1.0,1.0,500,0
1599,1.0,1.0,500,0
1599,1.0,1.0,500,0
1595,2.0,1.0,500,0
1585,1.0,1.0,500,0
1495,1.0,1.0,500,0
1410,2.0,1.0,500,0
1395,1.0,1.0,500,0
1365,1.0,1.0,500,0
1365,1.0,1.0,500,0
1350,0.0,1.0,500,0
1345,2.0,1.0,500,0
1326,1.0,1.0,500,0
1305,2.0,1.0,500,0
1300,1.0,1.0,500,0
1300,2.0,1.0,500,0
1295,1.0,1.0,500,0
1279,1.0,1.0,500,0
1250,1.0,1.0,500,0
1248,2.0,1.0,500,0
1245,1.0,1.0,500,0
1209,1.0,1.0,500,0
1195,1.0,1.0,500,0
1145,1.0,1.0,500,0
1119,1.0,1.0,500,0
1050,1.0,1.0,500,0
1025,2.0,1.0,500,0
999,1.0,1.0,500,0
995,1.0,1.0,500,0
989,2.0,1.0,500,0
956,3.0,1.0,500,0
950,1.0,1.0,500,0
950,1.0,1.0,500,0
949,1.0,1.0,500,0
944,1.0,1.0,500,0
935,2.0,1.0,500,0
925,1.0,1.0,500,0
920,1.0,1.0,500,0
900,2.0,1.0,500,0
895,0.0,1.0,500,0
890,1.0,1.0,500,0
875,1.0,1.0,500,0
849,2.0,1.0,500,0
840,1.0,1.0,500,0
835,1.0,1.0,500,0
829,2.0,1.0,500,0
820,2.0,1.0,500,0
819,1.0,1.0,500,0
800,3.0,1.0,500,0
800,1.0,1.0,500,0
800,1.0,1.0,500,0
799,1.0,1.0,500,0
780,1.0,1.0,500,0
775,1.0,1.0,500,0
760,1.0,1.0,500,0
750,1.0,1.0,500,0
747,2.0,1.0,500,0
739,1.0,1.0,500,0
736,1.0,1.0,500,0
729,1.0,1.0,500,0
